Lemma,Location,NR,Left,Token,Right,Variant,Meaning,Original_meaning,Metaphor,Concreteness,Century,Source,Title,Date,Author,Genre,Rhyme,Regio,Land,Register,Frequency_lemma,Century_factor,Frequency_lemma_century,Frequency_meaning,logFreq_lemma,logFreq_lemma_century,logFreq_meaning,percentage_apocope_16,percentage_apocope_17,percentage_apocope_18,percentage_apocope_19,percentage_apocope_20,percentage_apocope_eeuw,lag_variation,Freq_meaning_cat
wond,Den Haag,356,"  naar boven te brengen.\x94 Ik deed wat mij bevolen was en bragt de kan  naar de ridderzaal, waar de edelen zaten.\x92    \x91Edelen! Zeg liever moordenaars,\x92 zeide KOENRAAD. \x91Een' weerloozen graaf te  vermoorden en een niet minder weerloozen schildknaap van honger te laten  omkomen.... Zijn dat ridders!\x92    \x91Toen ik aan de deur kwam, was er geen bediende. Achter het gordijn verborgen,  dat voor de geopende deur hing en mij 't gezigt in de zaal belette, wachtte ik op de  komst van dengeen die den wijn moest aannemen, want binnengaan durfde ik niet.\x92    \x91Of gij gelijk hadt. Zulk volk ontziet niemand.\x92    \x91Ik stond daar juist, toen VELZEN, wiens ",wond," weder zoo goed als genezen is,  maar die zich toch niet op den trans durft vertoonen, met luider stem riep: \x93Een  dronk, mijne vrienden! Den dood aan alle vrienden en aanhangers van graaf FLORIS!\x94  Duidelijk hoorde ik de bekers klinken en luide toejuiching volgde op dezen dronk.  Toen het leven wat bedaard was, vernam ik de stem van den jonker van Vaartwijk .  \x93Mijn edele en dappere   P.J. Andriessen, De schildknaap van Gijsbrecht van Aemstel    135    heer!\x94 zeide hij. \x93Gij hebt daar een' dronk op den dood van alle vrienden en  aanhangers van den grave FLORIS ingesteld. Maar gij zelf laat hier, in dit slot, een'  vriend en aanhanger van den graaf in ",apocope,letsel,original,no,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Andriessen.txt,schildknaap_gijsbrecht,1862,Andriessen,fiction,no_rhyme,Holland,NL,written,326,19,96,62,2.5132176,1.982271233,1.792391689,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,most_frequent
wond,Charleroi,54,"  gewoon is van zyn Leezers  te vergasten op weekelyksche Waarheheden, verzoekt om thans zyn Vrienden te  trakteeren op onwaarschynlyke Onwaarden; dat is, hy verzoekt van zig te moogen  vermaaken met die Laplandsche courantiers, die ons een Spinnekops Duit in de  hand duuwen, in ste\xEA van een Ongaarsche Dukaat; en wiens Nieuwspapieren zo  yskelder heet zyn, dat 'er niets bekwaamer is om een felle Brand te lesschen dan  een Brandspuit, een ton Buskruidt, en een Leidsche Courantier. Ha! dat onze Vriend  Broeder Felix, de Zinspreuk had achtervolgt van den Wysgeer Gulistan dan zou zyn  Papier vry zwaarder van Geloofwaardigheid zyn dan zyn Coffikan, en hy zou naakt  hebben bespeurt, dat de Leugen gelyk is aan een groote ",Wonde,", dewelke altoos  is verzelt met een onaangenaam Lidteiken. Gulistan zegt; Een galant Man maakt  zig pryswaardig door de Waarheid, en verachtelyk door de Leugen; doch zo het  mogt komen te gebeuren dat 'er  Jacob Campo Weyerman, Den ontleeder der gebreeken. Deel 1   346  al eens een Scheutje onderliep van St. Anna, dan staat die Man, die familiaar is met  de Waarheid, op den hoogste trap van Gelooflykheit. Door de Ervarendheid groeijen  en bloeijen de konsten en Wetenschappen, en de Leugen wast en vermenigvuldigt  door de Ligtgeloovigheidt. Om nu myn Confrater Felix, die kopere Klopper van 't  Hospitaal der Onwaarschynlykheid, te contramineeren, zal ik (zegt den Ontleeder)  de starren des Luchts, de Salamanders des Vuurs, de Boomen der Aarde, en ",sjwa,mentaal_letsel,secondary,yes,abstract,18,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1700-1800/1700-1800/Fictional prose/Weyerman.txt,den_ontleeder_der_gebreeken,1724,Weyerman,fiction,no_rhyme,other,BE,written,326,18,12,7,2.5132176,1.079181246,0.84509804,0,0.763636364,0.666666667,0.447916667,0.594594595,0.666666667,0.763636364,less_frequent
wond,Amsterdam,363,"  geleid - zijn wil  geschiede!  - Eene groote slagting heeft hier plaats gehad! - spreekt fra Jacomo - de kruisgang  stroomt van bloed en er zijn geene handen genoeg om de gekwetsten te verbinden.  Paolo is gevallen en Rinaldo zal er wel niet van opkomen.  - En gij? - hervat Silvestro, hem op het bloed wijzende dat uit zijne mouw vloeit.  - O, dat ik het tot den laatsten druppel voor den prior had mogen uitgieten en hem  redden, - zucht Jacomo met Elise van Calcar, Eene star in den nacht (2 delen)   339  wanhopig gebaar - ik heb getracht hem te volgen, maar de a r r a b b i a t i dreven mij  gewelddadig terug. Ik trachtte mij door te slaan, en bekwam deze ",wond,"; welnu laat  zij mij den dood doen, ik kan immers niet meer leven! Neen, ik kan niet! ik wil ook  niet, want ons klooster is verwoest en onze prior aan de heidenen overgeleverd.  - Maar ik moet hem volgen! - roept Malatesta met vuur - ik wil met hem sterven  en niemand zal mij weren.  - Ik ga met u! - spreekt Benedetto.  - Ik zal niet achter blijven - roept Silvestro en zij spoeden voort door de donkere  straten, nu eenzaam en stil; want de vlottende schare was naar de piazza podesta  afgedreven met de gevangenen, en het scheen dat na het bemagtigen van Savonarola  de woede was bekoeld.  Jacomo poogde nog een eind wegs hen na te gaan, maar het bloedverlies deed ",apocope,letsel,original,no,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Calcar.txt,eene_star_in_den_nacht,1861,Calcar,fiction,no_rhyme,Holland,NL,written,326,19,96,62,2.5132176,1.982271233,1.792391689,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,most_frequent
wond,Brabant,362,"  doen als eenich let gebroken is met wonden int vlees of vuijter steden ? Maer is dan daer eenige wonde, ic legge dan in die wonden medicijnen die corruptie beweren, dat sijn doijere van eijeren ende olie rosarum gemenct te samen. Ende ic smere die wonden deffencijf van bolus voirseit tot die wonde wel ettert ende versekert is van apostomen. Ende ic en rechte dat gebroken let nijet weder in de ledene, voir den .v.en dage inden somer, ende ten .vij.en dage inden winter, want dan ist schuldich te makene etter ende versekert te sijne van apostomen. Ende dan soe wijdic dat let tot sijnder stede ende spalket latende totten termijne van ontbindene. Ende als die ",wonde," wel is op haer drachte, ende ic versekert ben van apostomen, soo leg ic in die wonden carpije ende daer op een mondificatijf factum van mel rosarum ende gersten bloemen voirseit, ende daer na een consolidatijff, ende ic heelse alsoo. 86. Wat salmen doen te beteren die toeuallen als sweeringe, zwellinge ende apostomen ? Ic sal dat let saluen met wermer olien van roosen of wolle daer in genet, ende soe saechtelijc daer op gebonden. Die apostome doe ic of2 met latene ende dat let te antierene met couden dingen. Ende dunke mij, ic make cerone van olie rosaet, van olie van camillen ende van wasse, of  met onrijpen wijnbesien, want het conforteert dat let ende verstroijt die apostomen. ",sjwa,letsel,original,no,concrete,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/con15.txt,Chirurgie,1500,Johannes Coninck,non_fiction,no_rhyme,Brabant,BE,written,326,16,89,83,2.5132176,1.949390007,1.919078092,0,0.763636364,0.666666667,0.447916667,0.594594595,0,0,most_frequent
wond,Brabant,187," . Maer die quetsinge van den spondilen ende vanden senuwen, daer vuijt comen perijkelen des longens oft galahonde die daer gestrect leet aen beijde sijden vanden rugge beene. Is micha dweers gesneden, alsulcke wonden sijn sterfelijc ouermits coelhede der hersenen, daer micha vuyt vloijt als die vloet vuyter fonteijnen. Die cure wort als andere curen van andren wonden in beenen, in senuwen. 68. Wat salmen doen als die leuere is gewont ? Maer is die leuere gewont int diepe van harer substancie is sterfelijc, want sij verliest al haer werck ende tbloet wordt gedistorbeert4 ende daer vuyt gaet die geest, dat is dat fondament des leuens ende alder virtuten, so waert van noode die mensche te niete. Maer is die ",wonde," in enich der tacken metter nauheden, soo mach sij worden genesen oft gecureert als ander wonden vanden buijke5 met diffelceerne. Maer die geestelijker lede mogen geene lange quale gewensen oft oude wonden gedoogen ende die lichame blijuen staende. 69. Wat salmen doen als die lise hanct vuyten buijke ende die wonde geswollen is ? Maer ic soude daer op legen medicijnen die see dede ontswellen als die .iiij. meesters leeren als sop van alsene, van edicke1, van seeme, van aijsinen2, ende van terwen bloemen euen vele : al dat gesoden alsoo dicke als seem ende daer mede geplaestert; helpt dat nijet soe wijdic die wonde. 70. Waer aen salmen kennen oft die mage is gewont ? Maer ist dat sake dat die ",sjwa,letsel,original,no,concrete,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/con15.txt,Chirurgie,1500,Johannes Coninck,non_fiction,no_rhyme,Brabant,BE,written,326,16,89,83,2.5132176,1.949390007,1.919078092,0,0.763636364,0.666666667,0.447916667,0.594594595,0,0,most_frequent
wond,Delft,7,"   tenslotte dan de prinses nog, de keukenprinses zou Valentijn meesmuilen, als hij  mijn gedachten had kunnen ontcijferen, die wij uit haars vaders kasteel hadden  gestolen, en nu ergens gingen verbergen in het binnenst van een edelsteen.  Ook zelfs de ochtend werkte mee, om die verbeelding uit het brein van een  praatzieke voedster luister bij te zetten, want van de droppen van het onweer had hij  juweelen gemaakt, en de schoon gewasschen vruchten blonken als goud door het  loover. Alleen de droomende engel met het zwaard op de knie\xEBn ontbrak er nog maar  aan, en de wijze vogel die  Aart van der Leeuw, Ik en mijn speelman   128  kon spreken. Doch daar stond weer tegenover, dat Madeleen de ",wond," aan mijn pols  had verbonden met een zakdoek, waarop een M geborduurd was, en dat zij zachtjes  liep te neuri\xEBn, het gezicht naar den lichtblauwen hemel.  Plotseling echter onderbrak zij haar melodie, keek, een beetje verlegen en het  voorhoofd gefronst, van den een naar den ander, en begon toen welbesloten:  DE GESCHIEDENIS VAN MADELEEN.  Toen ik nog een kind was, stierf mijn moeder. Mijn vader, de schoolmeester van  een dorpje dat ik niet noemen mag, is een traag man, alleen maar bevrind met  zichzelven. Het liefste zit hij, enkel in het gezelschap van een lange pijp, op zijn  kamer, terwijl hij in de tabakswolken de vormen van zijn dierste wenschen meent te  zien opdoemen: een koets ",apocope,letsel,original,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Van der Leeuw 1927.txt,ik_speelman,1927,Van der Leeuw,fiction,no_rhyme,Holland,NL,written,326,20,74,61,2.5132176,1.86923172,1.785329835,0,0.763636364,0.666666667,0.447916667,0.594594595,0.594594595,0.447916667,most_frequent
wond,Paramaribo,323," 92  \x91Je moet zelf berechten, Raoul.\x92  Zij bleven tot laat in de nacht al de rampen bepraten die plotseling in het blokhuis  de dromen verjoegen. Zij bleven beraden met fluisterende stemmen, terwijl de  Albert Helman, De stille plantage   157  plantage in zoemende stilte lag, en aan de bosrand de tijger kwam loeren, aangelokt  door de geur van bloed. Een geur met het zoete aroma vermengd van de tuin die  tussen de huizen lag en die wit stond van nachtbloemen, welke zich enkel voor 't  sterrenlicht openen om de dauw van de stilte te drinken.  Nachtvlinders komen ze kussen, onwetend van 't leed dat in woningen huist waar  zo laat nog het olielicht brandt.  Terwijl Agnes opnieuw de ",wonde," van Willem Das verbond, opende hij voor het eerst  de ogen. Hij zag in de kamer die om de koelte nog duister gehouden was, de glans  van haar haren, glans uit een andere wereld waarvoor hij bevreesd was, en sloot weer  zijn ogen van pijn om die aanblik, die stak in zijn hoofd. Maar laat in de namiddag  drong toch ook iets van rumoer tot hem door; het luide gepraat van twee gasten:  planters die hadden gehoord van 't mislukken van de oogst, en nu kwamen om  werkvolk. Raoul, nog somber en radeloos, werd veel nerveuzer door deze onverwachte  bezoekers die stampten en vloekten zoals het gebruik is.  \x91Beter dat wij naar buiten gaan,\x92 sprak ",sjwa,letsel,original,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Helman 1931.txt,stille_plantage,1931,Helman,fiction,no_rhyme,other,SU,written,326,20,74,61,2.5132176,1.86923172,1.785329835,0,0.763636364,0.666666667,0.447916667,0.594594595,0.594594595,0.447916667,most_frequent
wond,Zwolle,18,"  had me, mijn bewustzijn schier benomen,  En toen ik weder, tot mij zelven was gekomen,  Was zij verdwenen... en bij ieder onbekend!  Ik zocht haar overal, door 't bosch en in de tent,  En keerde stadwaarts toen, om d\xE1\xE1r haar op te sporen;  Maar waar 'k ook zocht of niet, zij bleef voor mij verloren!  SOPHIA  (hem den handschoen teruggevende).  't Zal uiterst moeilijk zijn...  AUGUST.  Laat mij de hoop; zij ziet  Nog steeds die engelin, den hemel in 't verschiet.  O zeg me: August, gij moet, gij zult haar wedervinden!  SOPHIA.  God geve 't.  AUGUST.  En zoo niet, dan zoek ik bij mijn vrinden,  Bij u, in uw geluk, een' balsem voor mijn ",wond,".  BEDIENDE.  De Heer Van Mol verwacht den Heer Van Loon.  AUGUST.  Terstond.  (de bediende af.)  'k Vergat dat ik met hem een duo moet proberen;  De lust vergaat mij schier...  FRANS.  Alwe\xEAr aan 't musiceren!  Pas op, ligt merkt ge neef, in uw' promotie-tijd,  Dat gij meer musicus dan regtsgeleerde zijt.  AUGUST.  Wees daarvoor onbezorgd; ik zal er wel toe raken,  P.T. Helvetius van den Bergh, De neven   Mijn dissertatie zelf, ja zelf te kunnen maken.  P.T. Helvetius van den Bergh, De neven   43  Zoo menig onzer komt als doctor uit de pan,  Die maar ter naauwernood, de zijne lezen kan.  En schoon de muzen nooit u uit uw studie wekten,  Ook Amor is ",apocope,mentaal_letsel,secondary,yes,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Plays/Helvetius van de Bergh.txt,de_neven,1858,Helvetius van de Bergh,fiction,no_rhyme,Oost,NL,spoken_like,326,19,96,34,2.5132176,1.982271233,1.531478917,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,less_frequent
wond,Brabant,203,"  eersten op snijden op dat ic (mach), ende en doe icx niet, soo sal icker op leggen saechtende ende morwende pultes tot dat etter wel is gemaect, ende dan soo suijuer ict wel met eenen mondi(ff)icatijff, ende winnen dan vlees ende latent also drogen ende heelen. 17. Wat suldij doen ten eersten oft daer ware eenige groote frutseringe met eenre cleenre buijlen met eenen cleenen gate ? Ick soude daer op leggen naden eersten vermakene saechtende dingen die etter maken ende wel doen dragen als een plaester van malue, dats paple, oft rijpende pultes ende olie van roosen, ende dat voort smeren ende heelen met drogen dingen. 18. Waer bij soutment kennen oft dat hooft gebroken ware sonder ",wonde," int vlees, als somwijlen geualt met buijlen of met frutsuringe ? Ick soude dat proeuen alsoot die boecken bewijsen met doen craken een note oft met te doen (o)vergapen dat voirste let vanden dume oft met eenen gewasten drade te houdene tussen mijnen vingere dat een ende (ende) tussen den siecken tanden (tander), ende melcken (den) draet : is  [p. 37]thersebecken ontween, hij sal rechte schieten daer ane metter hant, want hij en can noch en mach die krijselinge nijet gedoogen. Maect een plaestere van mastick ende twitte van een eije gemengt wel te samen ter dicten van eenen vnguentum, ende dat daer op geleet, maer thooft eerste geschoren, ende laten dat liggen vanden auonde tot des morgens ",sjwa,letsel,original,no,concrete,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/con15.txt,Chirurgie,1500,Johannes Coninck,non_fiction,no_rhyme,Brabant,BE,written,326,16,89,83,2.5132176,1.949390007,1.919078092,0,0.763636364,0.666666667,0.447916667,0.594594595,0,0,most_frequent
wond,Brabant,111,"  gecrijgene. Ende dan soo moetmen die wonde wiken alsoo voirscreuen is ende die wike genet in olien van roosen al warm ende doderen van eijeren, ende dit daer op geleet tot die wonde wel draecht. [p. 53]Ende dan soo leetmen daer op een mundificatijff ende tot elken vermaken salmen den pacient ouer die wonde seer schudden om dat etter vuyt te crijgene. Ende en machment aldus nijet gesuueren, soo worpic binnen een lauatorium, dats een wasschinge, met eenre ciringen oft met eenre spuijten, gemaect van honich van roosen, mirre, fenegrieck, van bloemen, van witten wijn ende water gesoden : dat worp ic daer in ende dan soo hutsic tlichaem, ende dan soo keer ic den pacient ouer die ",wonde,", ende soo schuddic weder vuijte tot elcken vermaken. 62. Wat suldij doen als ghij dat etter ter wonden niet gesuyueren en moecht met wassen van buijten, ende dattet etter ommer blijfft vergadert op diafragma, ende die hoest ende sweeringe niet en vergaet, ende die patient cranker wort, dats quaet teeken der gesontheden ? (p. 114) Soo en can ic geene cuere aen gedoen, maer blijfft die cracht sterck, soo mach (ic) beneden te bet1 snijden eene wonde van nieus tussen die vierste oft die vijffste ribbene, oft daer eenige bate aff comen mochte, ende laten dat etter vuijte ende houden die wonde open ende dan wasschet ende plaestert als voirseit is ende ic late die wonden luijken. 63. Waer bij soo ",sjwa,letsel,original,no,concrete,16,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1500-1600/1500-1600/Prose/con15.txt,Chirurgie,1500,Johannes Coninck,non_fiction,no_rhyme,Brabant,BE,written,326,16,89,83,2.5132176,1.949390007,1.919078092,0,0.763636364,0.666666667,0.447916667,0.594594595,0,0,most_frequent
wond,Oost-Souburg,183," .  \x91Geef me je handen!\x92 beval Michiel.  Hoewel Jan niet begreep wat er gebeuren moest, stak hij toch de handen uit.  \x91Ik zal dien goeden pastoor probeeren aan te toonen hoe we door de Biscayers  gevangen genomen zijn, en hoe we in een roeibootje zijn ontsnapt. Michiel bond met  een doek Jans handen vast.  \x91Monsieur,\x92 ze\xEE hij op Jan wijzende, \x91Hollandais! Moi Hollandais, et Geleyn aussi  Hollandais!\x92  De geestelijke lachte.  Toen nam Michiel den doornstok, die hij onderweg mee genomen had en begon  te doen, alsof hij sloeg.  \x91Biscayer, monsieur, un pirate!\x92 - (\x91Biscayer mijnheer, een zeeroover!\x92) sprak  Michiel weer, den geestelijke aanziende, en tegelijkertijd hem de ",wonde," in den arm  aanwijzende, die nog niet geheel genezen was. De pastoor knikte, dat zeker zooveel  wilde zeggen, als: \x91Ik begrijp je een weinig!\x92  Toen wees Michiel op Jan, op Geleyn en op zichzelven en hield de handen, alsof  ze geboeid waren, en Geleyn, die zeer goed begreep, wat Michiel bedoelde, hield de  handen ook zoo.  Pieter Louwerse, Vlissinger Michiel   112  \x91Prisonniers, monsieur, prisonniers, Jean, Geleyn et moi!\x92 (Gevangenen, mijnheer,  gevangenen, Jan, Geleyn en ik!\x92) sprak Michiel.  En weer knikte de geestelijke. Het werd hem allengs duidelijker wat de jongen  bedoelde.  \x91Doet nu net, alsof je de boeien verbreekt, gaat dan dadelijk achter me zitten en  doet alsof je roeit!\x92 ze\",sjwa,letsel,original,no,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Fictional prose/Louwerse.txt,vlissinger_michiel,1880,Louwerse,fiction,no_rhyme,Vlaanderen,NL,written,326,19,96,62,2.5132176,1.982271233,1.792391689,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,most_frequent
wond,Paramaribo,196,"  zou men het kamp voor  de nacht inrichten. Bo werd gehaald. Hij moest helpen wat hout te verzamelen voor  Ismene Krishnadath, Veren voor de piai   44  een vuur. Twee negers kookten soep van groene erwten en zoutvlees. Het duurde  een tijdje voor de erwten zacht waren, en een ieder had zich reeds zo een beetje  ge\xEFnstalleerd voor de nacht, toen het eten werd uitgedeeld. Hongerig werkten de  blanken en hun helpers de maaltijd naar binnen. George, die de leiding over de  zwarten scheen te hebben, bedacht de gevangenen met hompen oud brood die hij  eerst in de soep had gedoopt. Nadat hij langzaam zijn voedsel had fijngekauwd en  ingeslikt, strekte Felanti zich uit op de grond. De ",wond," in zijn bovenarm etterde.  Volgens Sijone was dit een teken van genezing. Toen de blanken de gevangenen  weer bij elkaar hadden gedreven, was ze naast hem komen zitten en had hem bezorgd  gevraagd hoe het met zijn arm ging. Was hij maar vrij. Dan zou hij voor haar het  mooiste houtsnijwerk maken, dat ooit een Saramaccaneger gesneden had.  Na nog fluisterend enkele woorden met hem te hebben gewisseld, was Sijone ook  gaan liggen. Reeds hoorde hij haar regelmatige ademhaling die aangaf dat ze in slaap  was gevallen. Haar zachte, sluike haar raakte zijn hand. Liefkozend draaide hij een  lok rond zijn vinger.  Het werd steeds stiller in het kamp. Een ieder, uitgezonderd de wachtposten, had  zich te ",apocope,letsel,original,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Kirshanadath 1992.txt,veren_piai,1992,Kirshanadath,fiction,no_rhyme,other,SU,written,326,20,74,61,2.5132176,1.86923172,1.785329835,0,0.763636364,0.666666667,0.447916667,0.594594595,0.594594595,0.447916667,most_frequent
wond,Haarlem,96,"  geest?  TANCOLF.  Mijn recht staat hoog en heilig, schoon ik viel.  Mijn Koning, nu 'k dra schaad'loos ben, gedoog  als laatste gunst, dat mij mijn Liefste kust  voor 't eerst in haar rein leven, en voor 't laatst.  HORIC.  't Is recht, mijn jonge.en 't zal de vrouwkens roeren.  Wilt gij, Lioba?  Frederik van Eeden, Lioba   189  TANCOLF.  Ai, zij wil, zij wil, -  zij dee 't mijn paard, 'k ben haar toch meer dan 't paard.  - Neem gij Gardrofa, Hemming, pleeg 't dier goed. -  Ach arme! waarom draagt men u?  LIOBA  door Osfred gedragen.  Mijn voeten  zijn stijf van 't binden. Morgen is 't al heel....  Heb dank, mijn Lief. Deze.aard heeft droever nooden  dan ",wonde,".en dood in gloed van hoogste min.  Ik volg u gauw. Vergiff'nis heeft geen zin  van ziel tot ziel, waartussche.al troeblen vloden,  't omwolkt bestaan vol ruwe misverstanden  vervloeit met 't bloed, een \xE9\xE9nig Licht blijft branden.  Zij kust hem.  TANCOLF.  Mijn Koning, wees genadig, laat haar wonen  tot haar stil eind, in 't Sint-Ursula-sticht  te Utrecht, waar ze uit 't vensterken den schoonen  Frederik van Eeden, Lioba   190  Dom-bouw kan zien, zoo heerlijk opgericht  in 't hart mijns lands....  hij sterft.  FASTRADE.  Wee! - Zijn adem vlood -  zijn borst blijft stil! - Wat blijft mij, oud karkas,  verdorde huls! - uitgebrand vuur! - Hij was  al 't leven mij! - Schim word ik door zijn ",sjwa,letsel,original,no,concrete,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Plays/Van Eeden.txt,lioba,1897,Van Eeden,fiction,rhyme,Holland,NL,spoken_like,326,19,96,62,2.5132176,1.982271233,1.792391689,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,most_frequent
wond,Roeselare,267,"  s .  Hoiho! Hoiho!  Albrecht Rodenbach, Gudrun   245  Vijfde bedrijf.  Triclinium in Allectus' villa.  Prachtige maaltijd. Allectus aan tafel met Camillus, hovelingen en heren, Claudia,  Gellia en andere vrouwen. Slaven en slavinnen dienen. De genoten liggen wel lustiglik  op tafelbedden uitgestrekt rond de Sigma; de vrouwen zitten. In den achtergrond eene  groote gordine.  Geklang en gezang van omhoog.  En als de goede Vader, bij wiens gefrons de olympus trilt, de Goden al te gader  verblijden wilt, dan wenkt hij Hebe schalk en blond, en heet haar nektar halen. - Ei,  drinkerskoning, laat in 't rond de gulden schalen kralen. En uit omkransde amforen  schinkt Hebe daar zij lonkt en lacht, en oefent in 't bekoren haar toovermacht. Haar  blikken schieten ",wond," op wond, der Goden oogen stralen. - Ei, drinkerskoning, laat  in 't rond de gulden schalen kralen.  Albrecht Rodenbach, Gudrun   246  De goddelike willen beheerscht allengs het godlik nat; Diana zelf aan 't rillen ligt  liefdezat. De Vader hangt aan Hebe's mond, men weet hij kent geen palen. - Ei,  drinkerskoning, laat in 't rond de gulden schalen kralen. De lonken spreiden vonken,  het voorbeeld volgt de geerten in, de Goden ne\xEArgezonken wint drank en min. Daar  volt een nevel geurig bont de goddelike zalen. - Ei, drinkerskoning, laat in 't rond de  gulden schalen kralen.  D e G e n o t e n (de handen klakkend)  O prachtig, overheerlik, goddelik!  E e r s t e G ",apocope,mentaal_letsel,secondary,yes,abstract,19,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1800-1900/1800-1900/Plays/Rodenbach.txt,gudrun,1882,Rodenbach,fiction,no_rhyme,Vlaanderen,BE,spoken_like,326,19,96,34,2.5132176,1.982271233,1.531478917,0,0.763636364,0.666666667,0.447916667,0.594594595,0.447916667,0.666666667,less_frequent
wond,Noordeloos,62,"  eenmaal zou hunkeren  en verlangen naar een kind en omdat ik nooit meer vrij zou zijn, wanneer ik het  bezat...\x92  Waar\xF2m meende ze, dat dit stuurlooze verbeeldingen waren van een overspannen  brein? Op eenmaal zag Joyce, helder als een visioen, haar moeders afgemartelde  gezicht op het schamele veldbed in het gevangenkamp. Moeder, die te zwak was  geweest om nog een kind het leven te geven en wier laatste woorden waren geweest:  de vrouwen hebben het slechtste deel. En als schoven beelden op een scherm voorbij,  zag ze de gang in tante Clara's huis en het mishandelde arme vrouwtje, scheef  Jo van Ammers-K\xFCller, Vrouwenkruistocht   320  en kromgegroeid van kinderen baren, met de groote ",wonde,", die haar dronken kerel  haar geslagen had... En dan weer de verlaten vrouw achter haar naaimachine, die ze  vanuit Gloria's venster had bespied. En de oude, bijna kindsche tante Keejetje, die  bij al het feestbetoon op haar negentigste verjaardag alleen maar kon denken aan het  verjaarsvers, dat haar langgestorven jongen eens had opgezegd. En in tante Keejetje's  kamer pronkte het schoone portret, dat haar beeld gaf als een gelukkige moeder en  in haar medaillon droeg Joyce een beeltenis van haar eigen moeder als een jonge  vrouw met blijde verwachtingsvolle oogen. Het vrouwtje bij tante Clara in de gang  was stellig eenmaal trotsch en gelukkig aan de arm van haar geliefde voortgestapt,  precies zoo blij en ",sjwa,letsel,original,no,concrete,20,C:/Users/u0112465/Documents/Corpora/Corpus Daniël Van Olmen/1900-2000/1900-2000/Fictional prose/Ammers-K++ller 1930.txt,vrouwenkruistocht,1930,Ammers-K++ller,fiction,no_rhyme,Holland,NL,written,326,20,74,61,2.5132176,1.86923172,1.785329835,0,0.763636364,0.666666667,0.447916667,0.594594595,0.594594595,0.447916667,most_frequent
